number,name,unigene,ligandid,ligandname,smiles,cas,nsc,hotligand,species,source,kinote,kival,reference,link
128,5-HT1A,HTR1A,140,5-CT,C1=CC2=C(C=C1C(=O)N)C(=CN2)CCN,74885-09-9,,3H-8-OH-DPAT,PIG,CORTEX,,0.3,"SCHOEFFTER AND HOYER,1988",
130,5-HT1A,HTR1A,140,5-CT,C1=CC2=C(C=C1C(=O)N)C(=CN2)CCN,74885-09-9,,3H-8-OH-DPAT,HUMAN,HIPPOCAMPUS,,0.39,"HOYER ET AL., 1986",
131,5-HT1A,HTR1A,140,5-CT,C1=CC2=C(C=C1C(=O)N)C(=CN2)CCN,74885-09-9,,3H-8-OH-DPAT,HUMAN,CORTEX,,0.4,"HOYER ET AL., 1986",
133,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,C0S-7,CELLS,,0.27,"RAYMOND ET AL., 1989",
134,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.0,"HALL ET AL., 1986",
135,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,1.2,"SCHLEGEL & PEROUTKA, 1986",
136,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.37,"COSSERY ET AL.,1986",
137,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-5-MeO-DPAC,RAT,CORTEX,,1.4,"COSSERY ET AL., 1987",
138,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-WB4101,RAT,HIPPO:LESIONED,,1.54,"MORROW ET AL., 1985",
139,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,1.65,"HOYER ET AL., 1985",
140,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,HUMAN,CORTEX,,1.68,"HOYER ET AL., 1986",
141,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.7,"TITELER ET AL., 1987",
142,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,HUMAN,HIPPOCAMPUS,,1.75,"HOYER ET AL., 1986",
143,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,2.0,"PEROUTKA, 1985",
144,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,2.2,"PEROUTKA, 1986",
145,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,2.41,"HOYER ET AL., 1985",
146,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-WB4101,RAT,CORTEX,,2.51,"NORMAN ET AL., 1985",
147,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER & HOYER, 1989",
148,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER AND HOYER,1988",
149,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"MARKSTEIN ET AL, 1986",
150,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"ENGEL ET AL, 1986",
151,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.09,"SCHOEFFTER ET AL., 1989",
152,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,CORTEX,,3.2,"Kilpatrick et al., 1989",
154,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,PIG,CORTEX,,3.31,"SCHLICKER ET AL., 1989",
155,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3.89,"HALL ET AL., 1985",
156,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3.89,"SCHOEMAKER AND LANGER., 1986",
157,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,3H-IPSAPIRONE,BOVINE,HIPPOCAMPUS,,4.3,"DOMPERT ET AL., 1985",
158,5-HT1A,HTR1A,150,5-Hydroxy Tryptamine,C1=CC2=C(C=C1O)C(=CN2)CCN,50-67-9,58241.0,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,4.78,"GOZLAN ET AL., 1988",
159,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,CORTEX,,2.5,"PEROUTKA, 1986",
160,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,6.4,"HALL ET AL., 1986",
161,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,31.94,"COSSERY ET AL.,1986",
162,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-WB4101,RAT,CORTEX,,35.14,"NORMAN ET AL., 1985",
164,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,224.0,"GOZLAN ET AL., 1983",
165,5-HT1A,HTR1A,172,5-Methoxytryptamine,COC1=CC2=C(C=C1)NC=C2CCN,608-07-1,56422.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,227.42,"HALL ET AL., 1985",
167,5-HT1A,HTR1A,182,5-NH2T,,,,3H-8-OH-DPAT,PIG,CORTEX,,708.0,"ENGEL ET AL, 1986",
168,5-HT1A,HTR1A,187,6-HT,,,,3H-8-OH-DPAT,PIG,CORTEX,,1580.0,"ENGEL ET AL, 1986",
169,5-HT1A,HTR1A,200,8-MeO-C1EPAT,,,,3H-8-OH-DPAT,RAT,CORTEX,,17.06,"FOZARD ET AL., 1987",
170,5-HT1A,HTR1A,200,8-MeO-C1EPAT,,,,3H-8-OH-DPAT,PIG,CORTEX,,12.88,"SCHOEFFTER AND HOYER,1988",
171,5-HT1A,HTR1A,203,8-OH-AT,,,,3H-8-OH-DPAT,PIG,CORTEX,,96.0,"HOYER ET AL., 1985",
172,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,C0S-7,CELLS,,0.06,"RAYMOND ET AL., 1989",
173,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-5-MeO-DPAC,RAT,CORTEX,,0.48,"COSSERY ET AL., 1987",
174,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,CORTEX,,0.56,"SCHLEGEL & PEROUTKA, 1986",
175,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,CORTEX,,0.64,"KWONG ET AL., 1986",
176,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,HUMAN,HIPPOCAMPUS,,0.7,"HOYER ET AL., 1986",
177,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,HUMAN,CORTEX,,0.83,"HOYER ET AL., 1986",
178,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,0.9,"HALL ET AL., 1986",
179,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,CORTEX,,0.97,"HOYER ET AL., 1985",
180,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,CORTEX,,1.0,"PEROUTKA, 1986",
181,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,1.14,"GOZLAN ET AL., 1988",
182,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.2,"TITELER ET AL., 1987",
183,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,1.26,"PEROUTKA, 1985",
184,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,CORTEX,,1.29,"FOZARD ET AL., 1987",
185,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,PIG,CORTEX,,1.46,"HOYER ET AL., 1985",
186,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.6,"COSSERY ET AL.,1986",
187,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,BRAIN,,1.75,"ARNT & HYTTEL,1989",
188,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,1.78,"HALL ET AL., 1985",
189,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,PIG,CORTEX,,1.82,"SCHOEFFTER AND HOYER,1988",
190,5-HT1A,HTR1A,205,8-OH-DPAT,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O,78950-78-4,,3H-8-OH-DPAT,PIG,CORTEX,,1.82,"MARKSTEIN ET AL, 1986",
191,5-HT1A,HTR1A,423,BROMOCRIPTINE,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=C(NC7=CC=CC(=C67)C5=C4)Br)C)O,25614-03-3,,3H-8-OH-DPAT,PIG,CORTEX,,25.7,"HOYER, 1989 (J.R.R.)",
192,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,2.52,"PEROUTKA, 1985",
193,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,3.31,"GOZLAN ET AL., 1988",
194,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,CORTEX,,5.0,"PEROUTKA, 1986",
195,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,5.68,"COSSERY ET AL.,1986",
196,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,16.64,"GOZLAN ET AL., 1983",
198,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,PIG,CORTEX,,25.1,"ENGEL ET AL, 1986",
199,5-HT1A,HTR1A,437,"DMT,5-OH",CN(C)CCC1=CNC2=C1C=C(C=C2)O,487-93-4,89593.0,3H-8-OH-DPAT,PIG,CORTEX,,25.1,"HOYER, 1989 (J.R.R.)",
200,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3.86,"ALEXANDER & WOOD, 1988",
201,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,C0S-7,CELLS,,4.0,"RAYMOND ET AL., 1989",
202,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,CORTEX,,7.6,"SCHLEGEL & PEROUTKA, 1986",
203,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,9.1,"DUDLEY ET AL., 1988",
204,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,CORTEX,,12.94,"FOZARD ET AL., 1987",
205,5-HT1A,HTR1A,596,CYANOPINDOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O,69906-85-0,,3H-8-OH-DPAT,RAT,CORTEX,,2.41,"FOZARD ET AL., 1987",
210,5-HT1A,HTR1A,596,CYANOPINDOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O,69906-85-0,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,6.67,"COSSERY ET AL.,1986",
211,5-HT1A,HTR1A,596,CYANOPINDOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O,69906-85-0,,3H-8-OH-DPAT,PIG,CORTEX,,2.29,"ENGEL ET AL, 1986",
212,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,HUMAN,CORTEX,,99.0,"PEROUTKA, 1988",
213,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,RAT,CORTEX,,110.0,"PEROUTKA, 1986",
214,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,RAT,CORTEX,,112.9,"HINER ET AL., 1986",
216,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,PIG,CORTEX,,355.0,"ENGEL ET AL, 1986",
217,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,PIG,CORTEX,,355.0,"HOYER, 1989 (J.R.R.)",
218,5-HT1A,HTR1A,606,CYPROHEPTADINE,CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1,129-03-3,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,759.89,"GOZLAN ET AL., 1983",
219,5-HT1A,HTR1A,37,"2,3-DIMETHYLPHENYLPIPERAZINE",CC1=C(C(=CC=C1)N2CCNCC2)C,70541,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,622.48,"COSSERY ET AL.,1986",
220,5-HT1A,HTR1A,39,"2,4-DIMETHYLPHENYLPIPERAZINE",,1013-76-9,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,>,10000.0,"COSSERY ET AL.,1986",
221,5-HT1A,HTR1A,67,2-METHOXYPHENYLPIPERAZINE,COC1=CC=CC=C1N2CCNCC2,5464-78-8,28709.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,130.37,"COSSERY ET AL.,1986",
222,5-HT1A,HTR1A,66,2-METHYLPHENYLPIPERAZINE,,39512-51-1,28784.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,206.13,"COSSERY ET AL.,1986",
223,5-HT1A,HTR1A,92,3-METHOXYPHENYLPIPERAZINE,,6968-76-9,66266.0,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,366.52,"COSSERY ET AL.,1986",
224,5-HT1A,HTR1A,141,"5-CT,DP",,,,3H-8-OH-DPAT,PIG,CORTEX,,0.29,"MARKSTEIN ET AL, 1986",
226,5-HT1A,HTR1A,141,"5-CT,DP",,,,3H-8-OH-DPAT,PIG,CORTEX,,0.29,"SCHOEFFTER AND HOYER,1988",
228,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-IPSAPIRONE,BOVINE,HIPPOCAMPUS,,14.0,"DOMPERT ET AL., 1985",
229,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,14.0,"TITELER ET AL., 1987",
230,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,15.0,"GLENNON ET AL., 1988",
231,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,CORTEX,,15.0,"PEROUTKA, 1986",
232,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,CORTEX,,15.8,"Kilpatrick et al., 1989",
233,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,17.78,"PEROUTKA, 1985",
234,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,20.0,"PEROUTKA, 1985",
235,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,20.89,"HALL ET AL., 1985",
236,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,22.94,"GOZLAN ET AL., 1983",
237,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,125I-BH-8-MeO-N-PA,RAT,HIPPOCAMPUS,,23.4,"GOZLAN ET AL., 1988",
239,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,PIG,CORTEX,,26.3,"SCHOEFFTER AND HOYER,1988",
240,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,PIG,CORTEX,,26.3,"HOYER, 1989 (J.R.R.)",
241,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,31.19,"COSSERY ET AL.,1986",
242,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,125I-NAPS,C0S-7,CELLS,,74.1,"RAYMOND ET AL., 1989",
243,5-HT1A,HTR1A,446,BUSPIRONE,C1CCC2(C1)CC(=O)N(C(=O)C2)CCCCN3CCN(CC3)C4=NC=CC=N4,36505-84-7,,3H-8-OH-DPAT,C0S-7,CELLS,,97.0,"RAYMOND ET AL., 1989",
244,5-HT1A,HTR1A,447,BUTACLAMOL,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O,51152-91-1,,3H-8-OH-DPAT,C0S-7,CELLS,,6.6,"RAYMOND ET AL., 1989",
245,5-HT1A,HTR1A,447,BUTACLAMOL,CC(C)(C)C1(CCN2CC3C4=CC=CC=C4CCC5=C3C(=CC=C5)C2C1)O,51152-91-1,,125I-NAPS,C0S-7,CELLS,,9.5,"RAYMOND ET AL., 1989",
246,5-HT1A,HTR1A,596,CYANOPINDOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O,69906-85-0,,3H-8-OH-DPAT,PIG,CORTEX,,5.37,"HOYER, 1989 (J.R.R.)",
247,5-HT1A,HTR1A,596,CYANOPINDOLOL,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O,69906-85-0,,3H-8-OH-DPAT,PIG,CORTEX,,53.7,"ENGEL ET AL, 1986",
249,5-HT1A,HTR1A,638,DESIPRAMINE,CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31,50-47-5,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,>,10000.0,"SCHOEMAKER AND LANGER., 1986",
250,5-HT1A,HTR1A,656,DIAZEPAM,CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3,439-14-5,77518.0,3H-IPSAPIRONE,BOVINE,HIPPOCAMPUS,>,10000.0,"DOMPERT ET AL., 1985",
251,5-HT1A,HTR1A,667,DIHYDROERGOCRYPTINE,CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O,522609,,3H-WB4101,RAT,CORTEX,,0.09,"NORMAN ET AL., 1985",
254,5-HT1A,HTR1A,651,DHE,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,3066,,3H-8-OH-DPAT,PIG,CORTEX,,1.23,"HOYER, 1989 (J.R.R.)",
256,5-HT1A,HTR1A,651,DHE,CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C,3066,,3H-8-OH-DPAT,RAT,CORTEX,,19.0,"McCARTHY & PEROUTKA, 1989",
257,5-HT1A,HTR1A,670,DILTIAZEM,CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC.Cl,42399-41-7,,3H-8-OH-DPAT,HUMAN,CORTEX,>,10000.0,"PEROUTKA, 1988",
258,5-HT1A,HTR1A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-8-OH-DPAT,HUMAN,CORTEX,,119.51,"PIERCE & PEROUTKA, 1989",
260,5-HT1A,HTR1A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-8-OH-DPAT,BOVINE,HIPPOCAMPUS,,140.74,"PEROUTKA, 1985",
261,5-HT1A,HTR1A,692,DMT,CN(C)CCC1=CNC2=CC=CC=C21,61-50-7,63795.0,3H-8-OH-DPAT,RAT,CORTEX,,245.0,"TAYLOR ET AL,. 1987",
262,5-HT1A,HTR1A,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3770.0,"TITELER ET AL., 1988",
264,5-HT1A,HTR1A,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-8-OH-DPAT,HUMAN,CORTEX,,6326.73,"PIERCE & PEROUTKA, 1989",
265,5-HT1A,HTR1A,706,DOB,CC(CC1=CC(=C(C=C1OC)Br)OC)N,32156-26-6,,3H-8-OH-DPAT,RAT,HIPPOCAMPUS,,3770.0,"TITELER ET AL., 1987",
